Key,Value
16222,Mozilla5.0 Windows U Windows NT 6.0 en-GB rv1.8.1.16 Gecko20080702 Firefox2.0.0.16
16223,Mozilla5.0 iPhone CPU iPhone OS 18_4_1 like Mac OS X AppleWebKit605.1.15 KHTML like Gecko FxiOS138.0
16224,Mozilla5.0 Windows NT 6.2 WOW64 rv57.0 Gecko20100101 Firefox57.0
16225,Mozilla5.0 X11 Linux x86_64 AppleWebKit537.36 KHTML like Gecko HeadlessChrome90.0.4430.212 Safari537
16226,Mozilla5.0 Macintosh Intel Mac OS X 10_11 AppleWebKit601.1.39 KHTML like Gecko Version9.0 Safari601.
16227,Mozilla5.0 Windows NT 10.0 Win64 x64 AppleWebKit537.36 KHTML like Gecko Chrome100.0.3040.608 Safari5
16228,Mozilla5.0 Linux Android 5.0 lang_code SAMSUNG SM-G900F-ORANGE BuildLRX21T adbeat.compolicy AppleWeb
16229,Python3.12 aiohttp3.11.15
16230,Mozilla5.0 Windows NT 6.1 rv2.0b7pre Gecko20100921 Firefox4.0b7pre
16231,Mozilla5.0 iPhone CPU iPhone OS 12_0_1 like Mac OS X AppleWebKit605.1.15 KHTML like Gecko Mobile16A4
16232,Mozilla5.0 Macintosh U PPC Mac OS X en_CA AppleWebKit125.4 KHTML like Gecko Safari125.9
16233,Mozilla5.0 Linux U Android 2.2 fr-fr GT-P1000 BuildFROYO AppleWebKit533.1 KHTML like Gecko Version4.
16234,Mozilla5.0 Linux Android 5.0 SM-G900P BuildLRX21T AppleWebKit537.36 KHTML like Gecko Chrome42.0.5255
16235,Opera9.80 Windows NT 5.2 U ru Presto2.5.22 Version10.51
16236,WordPress6.8.1 https://nl.inbody.com
16237,Mozilla5.0 iPad CPU OS 9_1 like Mac OS X AppleWebKit601.1.46 KHTML like Gecko Version9.0 Mobile13B51
16238,Mozilla5.0 Macintosh Intel Mac OS X 10_12_5 AppleWebKit537.36 KHTML like Gecko Chrome60.0.3112.101 S
16239,Mozilla5.0 Windows NT 6.2 Win64 x64 AppleWebKit537.36 KHTML like Gecko Chrome68.0.3440.106 Safari537
16240,WordPress6.8.1 https://www.elle.befr
16241,Mozilla5.0 Linux Android 7.0 SM-T580 BuildNRD90M AppleWebKit537.36 KHTML like Gecko Chrome67.0.3396.
16242,Mozilla5.0 X11 U Linux i686 de rv1.9.1 Gecko20090624 Firefox3.5
16243,Mozilla5.0 Windows NT 10.0 rv44.0 Gecko20100101 Firefox44.0
16244,Mozilla5.0 Linux Android 12 Pixel 6 AppleWebKit537.36 KHTML like Gecko Chrome99.0.4844.58 Mobile Saf
16245,Mozilla5.0 iPhone CPU iPhone OS 18_4_1 like Mac OS X AppleWebKit605.1.15 KHTML like Gecko CriOS135.0
16246,Mozilla5.0 Macintosh Intel Mac OS X 10_15_7 AppleWebKit605.1.15 KHTML like Gecko CriOS135 Version11.
16247,WordPress6.8.1 https://www.1000things.at
16248,Mozilla5.0 Windows NT 10.0 Win64 x64 AppleWebKit537.36 KHTML like Gecko Chrome120.0.1177.0 Safari537
16249,Mozilla5.0 Linux U Android 4.1.1 en-us ZTE-Z993 BuildJRO03C AppleWebKit534.30 KHTML like Gecko Versi
16250,Apache-HttpClient5.4.1 Java21.0.7
16251,Mozilla5.0 Linux Android 5.0.2 LG-D631 BuildLRX22G AppleWebKit537.36 KHTML like Gecko Chrome56.0.292
16252,Mozilla5.0 Windows NT 10.0 AppleWebKit537.36 KHTML like Gecko Chrome54.0.2840.71 Safari537.36
16253,Mozilla5.0 Linux Android 5.0 SM-G900V BuildLRX21T AppleWebKit537.36 KHTML like Gecko Chrome47.0.2526
16254,Mozilla5.0 Linux Android 7.0 LGMS210 BuildNRD90U AppleWebKit537.36 KHTML like Gecko Chrome63.0.3239.
16255,Mozilla5.0 Windows NT 6.1 AppleWebKit537.36 KHTML like Gecko Chrome63.0.3239.132 Safari537.36
16256,Mozilla5.0 Windows U Windows NT 6.0 en-US AppleWebKit532.0 KHTML like Gecko Chrome4.0.203.2 Safari53
16257,Mozilla5.0 Windows NT 6.1 WOW64 AppleWebKit537.36 KHTML like Gecko Chrome27.0.1453.110 Safari537.36 
16258,Mozilla5.0 Windows NT 5.1 AppleWebKit537.36 KHTML like Gecko Chrome47.0.2526.106 Safari537.36 OPR34.
16259,WordPress6.8.1 https://quieromasplantas.com
16260,Mozilla5.0 Linux Android 4.4.2 SM-T330NU BuildKOT49H AppleWebKit537.36 KHTML like Gecko Chrome45.0.2
16261,Mozilla5.0 Windows U Windows NT 5.1 en-US AppleWebKit534.10 KHTML like Gecko Chrome8.0.552.215 Safar
16262,Mozilla5.0 iPad CPU OS 8_1 like Mac OS X AppleWebKit600.1.4 KHTML like Gecko GSA7.0.55539 Mobile12B4
16263,Mozilla5.0 Macintosh Intel Mac OS X 10_10_0 AppleWebKit537.36 KHTML like Gecko Chrome44.0.2403.157 S
16264,Mozilla5.0 Windows NT 6.1 WOW64 Trident7.0 MDDRJS rv11.0 like Gecko
16265,Mozilla5.0 Linux Android 5.0 SM-G900P BuildLRX21T AppleWebKit537.36 KHTML like Gecko Chrome46.0.7367
16266,Mozilla5.0 Windows NT 10.0 Win64 x64 AppleWebKit537.36 KHTML like Gecko Chrome120.0.9442.0 Safari537
16267,Mozilla5.0 Macintosh Intel Mac OS X 10.10 rv46.0 Gecko20100101 Firefox46.0
16268,Mozilla5.0 iPhone CPU iPhone OS 16_1_2 like Mac OS X AppleWebKit605.1.15 KHTML like Gecko Version17.
16269,Mozilla5.0 Linux Android 4.4.4 SM-G318HZ BuildKTU84P AppleWebKit537.36 KHTML like Gecko Chrome52.0.2
16270,Mozilla5.0 Windows NT 5.1 AppleWebKit537.36 KHTML like Gecko Chrome28.0.1500.20 Safari537.36  OPR15.
16271,Mozilla5.0 Windows NT 6.2 WOW64 AppleWebKit537.36 KHTML like Gecko Chrome51.0.2720.39 Safari537.36
16272,Mozilla5.0 Windows NT 6.1 WOW64 AppleWebKit537.36 KHTML like Gecko Chrome80.0.3987.132 Safari537.36
16273,Mozilla5.0 Linux Android 4.4.2 SM-T520 BuildKOT49H AppleWebKit537.36 KHTML like Gecko Chrome45.0.245
16274,Mozilla5.0 Macintosh Intel Mac OS X 10_10_1 AppleWebKit600.2.5 KHTML like Gecko Version8.0.2 Safari6
16275,Mozilla5.0 Windows NT 5.1 AppleWebKit537.36 KHTML like Gecko Chrome38.0.2125.104 Safari537.36
16276,Mozilla5.0 Windows NT 6.1 AppleWebKit536.11 KHTML like Gecko Chrome20.0.1132.47 Safari536.11
16277,Mozilla5.0 Windows NT 16.7 Win64 x64 AppleWebKit537.36 KHTML like Gecko Chrome132.0.0.0 Safari537.36
16278,Mozilla5.0 iPad CPU iPhone OS 9.3.2 like Mac OS X en_US AppleWebKit1 KHTML like Gecko Mobile1 Safari
16279,Mozilla5.0 Windows NT 10.0 Win64 x64 AppleWebKit337.36 KHTML like Gecko Chrome121.0.0.0 Safari537.36
16280,Mozilla5.0 X11 Ubuntu Linux i686 on x86_64 AppleWebKit537.36 KHTML like Gecko Chrome51.0.2715.90 Saf
16281,Python3.9 aiohttp3.11.14
16282,Mozilla5.0 X11 U Linux x86_64 en-US rv1.9.1.3 Gecko20090913 Firefox3.5.3
16283,Mozilla5.0 X11 CrOS armv7l 8530.96.0 AppleWebKit537.36 KHTML like Gecko Chrome53.0.2785.154 Safari53
16284,Mozilla5.0 Windows NT 10.0 Win64 x64 AppleWebKit537.36 KHTML like Gecko Chrome120.0.2705.0 Safari537
16285,Mozilla5.0 iPhone CPU iPhone OS 17_4_1 like Mac OS X AppleWebKit605.1.15 KHTML like Gecko CriOS232.0
16286,Mozilla5.0 Macintosh Intel Mac OS X 10_11_6 AppleWebKit537.36 KHTML like Gecko Chrome53.0.2785.34 Sa
16287,Mozilla5.0 Windows NT 6.1 WOW64 AppleWebKit537.36 KHTML like Gecko Chrome51.0.2704.79 Safari537.36
16288,Mozilla5.0 Windows NT 6.1 WOW64 AppleWebKit537.36 KHTML like Gecko Chrome48.0.2564.109 Safari537.36
16289,Mozilla5.0 iPod CPU iPhone OS 6_0 like Mac OS X AppleWebKit536.26 KHTML like Gecko Version6.0 Mobile
16290,Mozilla5.0 Windows U Windows NT 5.1 en-US AppleWebKit525.19 KHTML like Gecko Chrome1.0.154.39 Safari
16291,Mozilla5.0 X11 Ubuntu Linux x86_64 AppleWebKit537.36 KHTML like Gecko Chrome53.0.2801.81 Safari537.3
16292,Mozilla5.0 Linux Android 6.0.1 SM-J700F BuildMMB29K AppleWebKit537.36 KHTML like Gecko Chrome55.0.28
16293,Mozilla5.0 Macintosh Intel Mac OS X 10.15 rv138.0 Gecko20100101 Firefox138.0
16294,Mozilla5.0 Linux U Android 4.0.3 en-us MID9742 BuildIML74K AppleWebKit534.30 KHTML like Gecko Versio
16295,WordPress6.7.2 https://www.theroastedroot.net
16296,Mozilla5.0 Macintosh Intel Mac OS X 10_10_5 AppleWebKit601.1.56 KHTML like Gecko Version9.0 Safari60
16297,Mozilla5.0 Macintosh Intel Mac OS X 10_10_0 AppleWebKit537.36 KHTML like Gecko Chrome39.0.2171.65 Sa
16298,Mozilla5.0 Linux U Android 4.4.4 en-us SM-S820L BuildKTU84P AppleWebKit534.30 KHTML like Gecko Versi
16299,Mozilla5.0 X11 Linux i686 on x86_64 AppleWebKit537.36 KHTML like Gecko Chrome50.0.2680.98 Safari537.
16300,Mozilla5.0 X11 U Linux x86_64 en-US rv1.7.12 Gecko20051218 Firefox1.0.7
16301,Mozilla5.0 Macintosh Intel Mac OS X 10.11 rv41.0 Gecko20100101 Firefox41.0
16302,Mozilla5.0 X11 Linux i686 AppleWebKit537.36 KHTML like Gecko Chrome55.0.2916.7 Safari537.36
16303,Mozilla5.0 Windows NT 10.0 Win64 x64 AppleWebKit537.36 KHTML like Gecko Chrome100.0.6354.623 Safari5
16304,Mozilla5.0 Windows NT 6.3 WOW64 AppleWebKit537.36 KHTML like Gecko Chrome43.0.2357.169 Safari537.36
16305,Mozilla5.0 X11 Linux i686 AppleWebKit537.36 KHTML like Gecko Chrome52.0.2748.48 Safari537.36
16306,Mozilla5.0 Linux Android 4.4.2 GT-P5200 BuildKOT49H AppleWebKit537.36 KHTML like Gecko Version4.0 Ch
16307,Mozilla5.0 Windows NT 6.1 WOW64 Trident7.0 rv11.0 GTB7.5 like Gecko
16308,WordPress6.8.1 https://www.sarajoytravel.com
16309,Mozilla5.0 Windows NT 10.0 WOW64 AppleWebKit537.36 KHTML like Gecko Chrome45.0.2454.85 Safari537.36
16310,Mozilla5.0 Windows NT 6.1 WOW64 rv77.0 Gecko20190101 Firefox77.0
16311,Mozilla5.0 Windows NT 6.1 rv26.0 Gecko20100101 Firefox26.0
16312,Mozilla5.0 Windows NT 6.3 WOW64 AppleWebKit537.36 KHTML like Gecko Chrome45.0.2454.85 Safari537.36
16313,Mozilla5.0 Macintosh Intel Mac OS X 10.8 rv14.0 Gecko20100101 Firefox14.0.1
16314,WordPress6.8.1 https://ebike-news.de
16315,Mozilla5.0 Windows U Windows NT 6.0 en-US AppleWebKit534.16 KHTML like Gecko Chrome10.0.648.133 Safa
16316,Mozilla5.0 Windows NT 10 WOW64 rv45.0 Gecko20100101 Firefox45.0
16317,Mozilla5.0 Windows NT 6.1 WOW64 Trident7.0 ASJB ASJB MAAU rv11.0 like Gecko
16318,Mozilla5.0 Linux Android 5.0.1 SAMSUNG-SM-N910A BuildLRX22C AppleWebKit537.36 KHTML like Gecko Samsu
16319,Mozilla5.0 Windows NT 6.0 AppleWebKit535.11 KHTML like Gecko Chrome17.0.963.66 Safari535.11
16320,Mozilla5.0 X11 U Linux i686 en-US rv1.8.1.14 Gecko20080410 SUSE2.0.0.14-0.4 Firefox2.0.0.14
16321,Mozilla5.0 iPhone CPU iPhone OS 18_0 like Mac OS X AppleWebKit605.1.15 KHTML like Gecko Version18.0 
16322,Mozilla5.0 iPhone CPU iPhone OS 11_0 like Mac OS X AppleWebKit537.36 KHTML like Gecko Chrome50.0.570
16323,Mozilla5.0 Linux U Android 4.4.2 en-us LG-D321D32110c BuildKOT49I.D32110c AppleWebKit537.36 KHTML li
16324,Mozilla4.0 compatible MSIE 5.01 Windows NT .NET CLR 1.0.3705
16325,Mozilla4.0 compatible MSIE 7.0 Windows NT 6.2 WOW64 Trident7.0 .NET4.0C .NET4.0E InfoPath.3
16326,Mozilla5.0 iPhone CPU iPhone OS 18_1_1 like Mac OS X AppleWebKit605.1.15 KHTML like Gecko CriOS133.0
16327,Mozilla5.0 Linux Android 6.1.1 SAMSUNG SM-G925F BuildLMY47X AppleWebKit537.36 KHTML like Gecko Samsu
16328,Mozilla5.0 Windows NT 6.1 WOW64 AppleWebKit537.36 KHTML like Gecko Chrome43.0.2357.125 Safari537.36 
16329,Mozilla5.0 Macintosh Intel Mac OS X 10_11_1 AppleWebKit537.36 KHTML like Gecko Chrome55.0.2899.78 Sa
16330,Mozilla5.0 Windows NT 6.1 rv7.0 Gecko20100101 Firefox7.0
16331,Mozilla5.0 Windows NT 6.1 AppleWebKit537.36 KHTML like Gecko Chrome47.0.2526.106 Safari537.36 OPR34.
16332,Mozilla5.0 Windows NT 6.1 AppleWebKit537.36 KHTML like Gecko coc_coc_browser50.0.125 Chrome44.0.2403
16333,Mozilla5.0 Windows NT 6.1 WOW64 AppleWebKit537.36 KHTML like Gecko Chrome37.0.2062.124 YaBrowser14.1
16334,Mozilla5.0 Windows NT 6.3 WOW64 AppleWebKit537.36 KHTML like Gecko Maxthon4.4.7.1000 Chrome30.0.1599
16335,Mozilla5.0 Windows NT 5.1 rv13.0 Gecko20100101 Firefox13.0.1
16336,WordPress6.8.1 https://www.best3dprinter.org
16337,Mozilla5.0 Linux Android 9 MI 8 BuildPKQ1.180729.001 wv AppleWebKit537.36 KHTML like Gecko Version4.
16338,Mozilla5.0 Linux U Android 2.3.6 en- SAMSUNG-SGH-I717 BuildGINGERBREAD AppleWebKit533.1 KHTML like G
16339,Mozilla5.0 Macintosh Intel Mac OS X 10_10_5 AppleWebKit537.36 KHTML like Gecko Chrome47.0.2503.0 Saf
16340,Mozilla5.0 X11 U Linux i686 en-US rv1.8.1.19 Gecko20081213 SUSE2.0.0.19-0.1 Firefox2.0.0.19
16341,Mozilla5.0 X11 Linux x86_64 rv39.0 Gecko20100101 Firefox39.0
16342,Mozilla5.0 Macintosh U PPC Mac OS X Mach-O en-US rv1.9a1 Gecko20061204 Firefox3.0a1
16343,Mozilla5.0 Windows NT 6.1 Win64 x64 rv43.0 Gecko20100101 Firefox43.0
16344,Mozilla5.0 Macintosh Intel Mac OS X 10_10_5 AppleWebKit537.36 KHTML like Gecko Chrome60.0.3112.101 S
16345,Mozilla5.0 Windows NT 5.1 AppleWebKit537.36 KHTML like Gecko Chrome47.0.2526.111 YaBrowser16.2.0.353
16346,Mozilla5.0 iPhone CPU iPhone OS 11_0 like Mac OS X AppleWebKit537.36 KHTML like Gecko Chrome60.0.221
16347,Mozilla5.0 Linux U Android 4.2.2 en-us GT-P5200 BuildJDQ39E AppleWebKit534.30 KHTML like Gecko Versi
16348,Mozilla5.0 Windows NT 10.0 Win64 x64 AppleWebKit537.36 KHTML like Gecko Chrome86.0.4240.111 Safari53
16349,Mozilla5.0 Windows NT 5.1 rv30.0 Gecko20100101 Firefox54.0
16350,Mozilla5.0 Linux Android 8.0.0 SM-G955U BuildR16NW AppleWebKit537.36 KHTML like Gecko Chrome67.0.339
16351,Mozilla5.0 Linux Android 9 SM-N960U AppleWebKit537.36 KHTML like Gecko Chrome76.0.3809.111 Mobile Sa
16352,Mozilla5.0 Linux U Android 4.1.2 en-gb GT-I9082 BuildJZO54K AppleWebKit534.30 KHTML like Gecko Versi
16353,Mozilla5.0X11 Linux x86_64 AppleWebKit537.36 KHTML like Gecko Chrome125.0.0.0 Safari537.36
16354,Mozilla5.0 Windows NT 6.3 AppleWebKit537.36 KHTML like Gecko Chrome50.0.2690.83 Safari537.36
16355,Mozilla5.0 Macintosh U Intel Mac OS X de-de AppleWebKit523.10.3 KHTML like Gecko Version3.0.4 Safari
16356,Mozilla5.0 Windows NT 6.3 WOW64 Trident7.0 Touch MDDCJS rv11.0 like Gecko
16357,Mozilla5.0 Windows NT 6.1 WOW64 AppleWebKit537.36 KHTML like Gecko Chrome41.0.2272.190 Safari537.36
16358,Mozilla5.0 Windows NT 10.0 Win64 x64 AppleWebKit537.36 KHTML like Gecko Chrome100.0.9553.721 Safari5
16359,WordPress6.8.1 https://healthgeniuslab.com
16360,Mozilla5.0 Macintosh U Intel Mac OS X 10_6_3 en-us AppleWebKit531.22.7 KHTML like Gecko Version4.0.5
16361,Mozilla5.0 Linux U Android 4.1.2 en-us SGH-T889 BuildJZO54K AppleWebKit534.30 KHTML like Gecko Versi
16362,Mozilla5.0 Windows NT 6.1 WOW64 AppleWebKit537.36 KHTML like Gecko Chrome49.0.2655.72 Safari537.36
16363,Opera9.80 Windows NT 6.2 Presto2.12.388 Version12.12
16364,Mozilla5.0 Linux Android 6.0.1 SM-J700F BuildMMB29K AppleWebKit537.36 KHTML like Gecko Chrome58.0.30
16365,Mozilla5.0 compatible MSIE 10.0 Windows NT 6.2 Win64 x64 Trident6.0 MAPBJS
16366,Mozilla5.0 X11 Linux x86_64 AppleWebKit537.36 KHTML like Gecko Chrome68.0.3440.75 Safari537.36
16367,Mozilla5.0 Windows NT 10.0 WOW64 AppleWebKit537.36 KHTML like Gecko Chrome45.0.2454.26 Safari537.36 
16368,Mozilla5.0 Linux U Android 4.0.4 en-ca KFJWI BuildIMM76D AppleWebKit537.36 KHTML like Gecko Silk3.68
16369,Mozilla5.0 Windows NT 6.1 WOW64 AppleWebKit537.36 KHTML like Gecko Maxthon4.4.7.1000 Chrome30.0.1599
16370,Mozilla5.0 Macintosh Intel Mac OS X 10_12_5 AppleWebKit537.36 KHTML like Gecko Chrome76.0.3809.100 S
16371,Mozilla5.0 Windows NT 6.2 ARM Trident7.0 Touch rv11.0 WPDesktop Lumia 535 Dual SIM like Gecko
16372,Mozilla5.0 Macintosh Intel Mac OS X 10_14_5 AppleWebKit537.36 KHTML like Gecko Chrome133.0.0.0 Safar
16373,Mozilla5.0 Linux Android 5.1.1 Z828 BuildLMY47V wv AppleWebKit537.36 KHTML like Gecko Version4.0 Chr
16374,Mozilla5.0 Macintosh Intel Mac OS X 10_14_4 AppleWebKit537.36 KHTML like Gecko Chrome77.0.3865.35 Sa
16375,Mozilla5.0 Macintosh Intel Mac OS X 10_12_6 AppleWebKit603.3.1 KHTML like Gecko Version10.1.2 Safari
16376,Mozilla5.0 Windows NT 10.0 Win64 x64 AppleWebKit537.36 KHTML like Gecko Chrome100.0.1009.320 Safari5
16377,Mozilla5.0 Linux Android 8.1.0 Moto G 5S Plus AppleWebKit537.36 KHTML like Gecko Chrome75.0.3770.101
16378,WordPress.com https://oltrelacosmesi.wordpress.com
16379,Mozilla5.0 Linux U Android 4.1.1 en-us HP Slate 7 BuildJRO03H AppleWebKit534.30 KHTML like Gecko Ver
16380,Mozilla5.0 Windows NT 6.0 rv40.0 Gecko20100101 Firefox40.0
16381,Mozilla5.0 X11 Linux x86_64 AppleWebKit537.36 KHTML like Gecko Chrome136.0.0.0 Safari537.36
16382,Mozilla5.0 Macintosh Intel Mac OS X 10_14_5 AppleWebKit607.2.6 KHTML like Gecko Version12.1.1 Safari
16383,Mozilla5.0 Linux Android 5.0 SM-G900P BuildLRX21T AppleWebKit537.36 KHTML like Gecko Chrome50.0.5080
16384,Mozilla5.0 Linux Android 9 Pixel 2 XL AppleWebKit537.36 KHTML like Gecko Chrome76.0.3809.89 Mobile S
16385,Mozilla5.0 Macintosh Intel Mac OS X 10_10_3 AppleWebKit537.36 KHTML like Gecko Chrome44.0.2403.155 S
16386,Mozilla5.0 Linux Android 5.0 SM-G900P BuildLRX21T AppleWebKit537.36 KHTML like Gecko Chrome41.0.3847
16387,Mozilla5.0 Windows NT 6.3 AppleWebKit537.36 KHTML like Gecko Chrome48.0.2564.103 Safari537.36
16388,Mozilla5.0 Linux U Android 4.4.2 TECNO-Y4 BuildKOT49H wv AppleWebKit537.36 KHTML like Gecko Version4
16389,Mozilla5.0 iPhone CPU iPhone OS 12_2 like Mac OS X AppleWebKit605.1.15 KHTML like Gecko CriOS76.0.38
16390,Mozilla5.0 Macintosh Intel Mac OS X 10.8 rv24.0 Gecko20100101 Firefox24.0
16391,Mozilla5.0 iPad CPU OS 10_3_4 like Mac OS X AppleWebKit603.7.8 KHTML like Gecko Version10.0 Mobile12
16392,Mozilla5.0 Windows NT 10.0 WOW64 rv77.0 Gecko20100101 Firefox77.0
16393,Mozilla5.0 Windows NT AppleWebKit534.20 KHTML like Gecko Chrome11.0.672.2 Safari534.20
16394,Mozilla5.0 iPhone CPU iPhone OS 14_2_1 like Mac OS X AppleWebKit605.1.15 KHTML like Gecko GSA359.1.7
16395,Mozilla5.0 Windows NT 6.2 WOW64 AppleWebKit537.36 KHTML like Gecko Chrome43.0.2357.130 Safari537.36 
16396,Mozilla5.0 Macintosh Intel Mac OS X 10_10_0 AppleWebKit537.36 KHTML like Gecko Chrome53.0.2804.31 Sa
16397,Mozilla5.0 Windows NT 10.0 Win64 x64 AppleWebKit537.36 KHTML like Gecko Chrome100.0.8018.471 Safari5
16398,Mozilla5.0 iPhone CPU iPhone OS 11_0 like Mac OS X AppleWebKit537.36 KHTML like Gecko Chrome49.0.650
16399,Mozilla5.0 Macintosh Intel Mac OS X 10_13_6 AppleWebKit537.36 KHTML like Gecko Chrome74.0.3729.157 S
16400,Mozilla5.0 Linux Android 5.1.1 XT1562 BuildLPD23.118-12 wv AppleWebKit537.36 KHTML like Gecko Versio
16401,Mozilla5.0 Windows NT 5.1 WOW64 AppleWebKit537.36 KHTML like Gecko Chrome51.0.2704.63 Safari537.36
16402,Mozilla5.0 compatible MSIE 9.0 Windows NT 5.1 Trident5.0
16403,Mozilla5.0 Linux Android 5.1.1 SM-J111F Chrome73
16404,Mozilla5.0 Windows U Windows NT 5.1 en-US rv1.7 Gecko20040707 Firefox0.9.2
16405,Mozilla5.0 Android 6.0.1 Tablet rv51.0 Gecko51.0 Firefox51.0
16406,Mozilla5.0 X11 Linux x86_64 AppleWebKit537.36 KHTML like Gecko HeadlessChrome96.0.4641.0 Safari537.3
16407,Mozilla5.0 Linux Android 8.0.0 SM-N950F AppleWebKit537.36 KHTML like Gecko Chrome76.0.3809.89 Mobile
16408,Mozilla5.0 X11 U Linux x86_64 en-US rv1.9.1.17 Gecko20110123 SeaMonkey2.0.12
16409,Mozilla5.0 Windows NT 10.0 WOW64 AppleWebKit537.36 KHTML like Gecko Chrome75.0.3770.142 Safari537.36
16410,Mozilla5.0 Windows NT 6.3 Win64 x64 AppleWebKit537.36 KHTML like Gecko Chrome66.0.3359.181 Safari537
16411,Mozilla5.0 Windows NT 10.0 WOW64 Trident7.0 Touch rv11.0 like Gecko
16412,Mozilla5.0 Linux Android 9 SM-G965F AppleWebKit537.36 KHTML like Gecko Chrome73.0.3683.90 Mobile Saf
16413,Mozilla5.0 iPhone CPU iPhone OS 16_4_1 like Mac OS X AppleWebKit605.1.15 KHTML like Gecko Version16.
16414,Mozilla5.0 X13 Linux x86_64 AppleWebKit537.36 KHTML like Gecko HeadlessChrome66.0.3440.106 Safari537
16415,Mozilla5.0 X11 Linux x86_64 AppleWebKit535.11 KHTML like Gecko Ubuntu13.10 Chromium17.0.963.65 Chrom
16416,Mozilla5.0 iPhone CPU iPhone OS 18_0_0 like Mac OS X AppleWebKit685.1.15 KHTML like Gecko CriOS132.0
16417,Mozilla5.0 Linux Android 5.0 SM-G900P BuildLRX21T AppleWebKit537.36 KHTML like Gecko Chrome45.0.1916
16418,Mozilla5.0 Linux Android 9 KFONWI BuildPS0331.4460N wv AppleWebKit537.06 KHTML like Gecko Version4.0
16419,WordPress6.8.1 https://goftani.net
16420,Mozilla5.0 zgrab2.0 httpcdn-measurements.softsec.rub.de
16421,Mozilla5.0 Windows NT 10.0 Win64 x64 AppleWebKit537.36 KHTML like Gecko Chrome100.0.2787.813 Safari5
16422,Mozilla4.0 compatible MSIE 6.0 Linux i686  en Opera 9.70
16423,Mozilla5.0 Linux Android 7.0 SM-G930V BuildNRD90M AppleWebKit537.36 KHTML like Gecko Chrome59.0.3071
16424,Mozilla5.0 iPhone CPU iPhone OS 16_6_1 like Mac OS X AppleWebKit605.1.15 KHTML like Gecko CriOS136.0
16425,Opera9.80 Android Opera Mini42.0.2254150.36 U en Presto2.12.423 Version12.16
16426,Mozilla5.0 X11 U Mac OSX it rv1.9.0.7 Gecko2009030422  Firefox3.0.7
16427,Mozilla5.0 Windows NT 6.1 AppleWebKit537.22 KHTML like Gecko Chrome25.0.1364.152 Safari537.22
16428,Mozilla5.0 iPhone CPU iPhone OS 17_1_1 like Mac OS X AppleWebKit605.1.15 KHTML like Gecko Version17.
16429,Mozilla5.0 Linux Android 4.4.2 SCH-I545 BuildKOT49H AppleWebKit537.36 KHTML like Gecko Chrome35.0.19
16430,Mozilla5.0 Linux Android 7.0 SM-G930P BuildNRD90M wv AppleWebKit537.36 KHTML like Gecko Version4.0 C
16431,Mozilla5.0 Windows NT 6.1 WOW64 Trident7.0 rv01.3 like Gecko
16432,Mozilla5.0 X11 Linux i686 AppleWebKit537.36 KHTML like Gecko Chrome55.0.2897.21 Safari537.36
16433,Mozilla5.0 Linux Android 4.4.4 SM-G360P BuildKTU84P AppleWebKit537.36 KHTML like Gecko Chrome45.0.24
16434,Mozilla5.0 Macintosh Intel Mac OS X 13_2 AppleWebKit537.36 KHTML like Gecko Chrome110.0.0.0 Safari53
16435,Mozilla5.0 Windows NT 6.1 AppleWebKit537.36 KHTML like Gecko Chrome66.0.3359.181 Safari537.36
16436,Mozilla5.0 Windows NT 6.6 WOW64 AppleWebKit537.36 KHTML like Gecko Chrome65.0.4454.85 Safari537.36
16437,Mozilla5.0 iPhone CPU iPhone OS 15_0_3 like Mac OS X AppleWebKit405.1.15 KHTML like Gecko Version16.
16438,Mozilla5.0 Linux Android 6.0.1 Z833 BuildMMB29M AppleWebKit537.36 KHTML like Gecko Chrome49.0.2623.9
16439,Mozilla5.0 Windows NT 6.1 rv40.0 Gecko20100101 Firefox40.0
16440,Mozilla5.0 Windows U Windows NT 5.1 en-US rv1.9a1 Gecko20060323 Firefox1.6a1
16441,Mozilla5.0 Macintosh Intel Mac OS X 11_1 AppleWebKit537.36 KHTML like Gecko Chrome87.0.4280.88 Safar
16442,Mozilla5.0 Macintosh U Intel Mac OS X 10.6 en-US rv1.9.2 Gecko20091218 Firefox 3.6b5
16443,Opera9.64 Windows NT 6.1 U MRA 5.5 build 02842 ru Presto2.1.1
16444,Mozilla5.0 Windows U Windows NT 6.0 sv-SE rv1.9.2.12 Gecko20101026 Firefox3.6.12
16445,Mozilla5.0 Windows NT 6.1 WOW64 AppleWebKit537.36 KHTML like Gecko Chrome54.0.2840.59 Safari537.36 1
16446,Mozilla5.0 iPod touch CPU iPhone OS 10_1_1 like Mac OS X AppleWebKit602.2.14 KHTML like Gecko Versio
16447,Mozilla5.0 Windows NT 6.1 AppleWebKit537.36 KHTML like Gecko Chrome88.0.4324.190 Safari537.36
16448,Mozilla5.0 Linux U Android 4.3 en-us GT-I9300 BuildJSS15J AppleWebKit534.30 KHTML like Gecko Version
16449,Mozilla5.0 Windows U Windows NT 5.1 en-US AppleWebKit533.3 KHTML like Gecko Chrome5.0.356.0 Safari53
16450,Opera7.11 Windows NT 5.1 U  pl
16451,Mozilla5.0 X11 Linux i686 AppleWebKit537.36 KHTML like Gecko Chrome45.0.2454.85 Safari537.36
16452,Mozilla5.0 Windows NT 5.2 rv40.0 Gecko20100101 Firefox40.0
